"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-ND56",6.45094044485186e-12,0.44729513948355,0.992,0.89,2.11274750509343e-07,"33","MT-ND5"
"DDX177",6.70562178161661e-12,0.552885528881558,0.77,0.587,2.19615818969726e-07,"33","DDX17"
"TNFAIP85",9.51723773850233e-12,0.731213398782646,0.583,0.366,3.1169905317369e-07,"33","TNFAIP8"
"RIPOR28",2.04851821936222e-11,0.35890596432849,0.655,0.396,6.70910202023322e-07,"33","RIPOR2"
"MT-CO14",3.91344950347441e-11,0.321297410589231,1,0.985,1.28169384688291e-06,"33","MT-CO1"
"EML47",5.89649910900032e-11,0.603191529364198,0.639,0.443,1.9311624231887e-06,"33","EML4"
"ARGLU16",6.65238327417729e-11,0.534402616481549,0.75,0.559,2.17872204612581e-06,"33","ARGLU1"
"REL8",7.54935259438011e-11,0.47166131517552,0.627,0.42,2.47248846818543e-06,"33","REL"
"GAS58",1.02354052801086e-10,0.265831496904233,0.79,0.53,3.35219758328836e-06,"33","GAS5"
"OGA",2.73280967562533e-10,0.665121570918783,0.54,0.348,8.95022496864051e-06,"33","OGA"
"ISG209",3.96336937409653e-10,0.337762123389642,0.758,0.522,1.29804310371036e-05,"33","ISG20"
"ATF7IP1",1.52541824708533e-09,0.649264279501325,0.528,0.35,4.99589730102915e-05,"33","ATF7IP"
"SF16",2.31195469604573e-09,0.435100543433695,0.829,0.644,7.57188282501938e-05,"33","SF1"
"ILF32",3.55236830577376e-09,0.713661036233229,0.512,0.339,0.000116343614382396,"33","ILF3"
"HMGN15",1.34300400513278e-08,0.410207496704355,0.726,0.572,0.000439847241721037,"33","HMGN1"
"FNBP18",2.62510988357138e-08,0.44468196816911,0.623,0.428,0.000859749737968462,"33","FNBP1"
"SEPTIN910",7.01886736634504e-08,0.357618761958439,0.623,0.434,0.00229874925115166,"33","SEPTIN9"
"VPS13C1",1.23908844642574e-07,0.60092458974035,0.528,0.381,0.00405813857088894,"33","VPS13C"
"MOB1A4",1.59407041147359e-07,0.511837804440538,0.524,0.368,0.00522074000461715,"33","MOB1A"
"BOD1L12",1.64761537046202e-07,0.568410438856144,0.556,0.405,0.00539610509980017,"33","BOD1L1"
"ATM5",3.31371671931098e-07,0.522002834705132,0.544,0.384,0.0108527536274154,"33","ATM"
"RHOH8",1.0380934433413e-06,0.418970420700489,0.544,0.371,0.0339985983628711,"33","RHOH"
"CSK4",1.25960305111876e-06,0.379224730320027,0.552,0.366,0.0412532595271904,"33","CSK"
"LUC7L35",2.98935231657101e-06,0.52069249998318,0.532,0.388,0.097904277720017,"33","LUC7L3"
"SRRM25",3.15520920502505e-06,0.382469053627799,0.778,0.65,0.103336256673775,"33","SRRM2"
"TAF1D3",5.25010516170908e-06,0.417472412733233,0.579,0.444,0.171946194151134,"33","TAF1D"
"LSM73",7.31778215057222e-06,0.410953565338508,0.603,0.463,0.239664683213391,"33","LSM7"
"ACAP111",8.80748158367563e-06,0.300161373671966,0.556,0.386,0.288453829346961,"33","ACAP1"
"TCEA15",1.084412402312e-05,0.39075288316877,0.599,0.464,0.355155905881202,"33","TCEA1"
"CHD2",2.04151996153491e-05,0.475675186709391,0.528,0.391,0.668618202602297,"33","CHD2"
"IFI166",4.18947573286812e-05,0.278950214172444,0.591,0.455,1,"33","IFI16"
"VCP4",0.000212996644146267,0.250074467862365,0.544,0.415,1,"33","VCP"
"MTPN3",0.00277378190283798,0.252144026419992,0.528,0.442,1,"33","MTPN"
"IGHA11",0,0.942092264862654,0.898,0.091,0,"34","IGHA1"
"SCGB3A1",0,2.16104650676077,0.746,0.026,0,"34","SCGB3A1"
"IGKC2",4.18621857608267e-248,0.705692093032655,0.985,0.187,1.37102844585284e-243,"34","IGKC"
"CD79A3",3.51266671330196e-180,2.20673667981534,0.81,0.126,1.15043347527353e-175,"34","CD79A"
"TNFRSF13C2",6.93715106176712e-170,3.64234422694795,0.546,0.07,2.27198634423935e-165,"34","TNFRSF13C"
"MS4A12",5.42512343312595e-140,2.12378509239372,0.698,0.117,1.77678217558308e-135,"34","MS4A1"
"RPL3911",2.57756719160016e-115,1.97057449494766,1,0.454,8.4417903092097e-111,"34","RPL39"
"CD835",1.52689841412512e-102,2.41086596434843,0.727,0.186,5.00074499610118e-98,"34","CD83"
"RPL2112",1.6705703766524e-97,1.77367147148426,0.995,0.44,5.47128504057427e-93,"34","RPL21"
"RPS279",4.61096206782494e-97,1.75490417912953,0.995,0.458,1.51013618683335e-92,"34","RPS27"
"HLA-DRA7",4.62449721929803e-97,1.74219500426274,0.99,0.399,1.5145690842923e-92,"34","HLA-DRA"
"RPS812",1.03255194897477e-96,1.75940955989762,0.995,0.444,3.38171088808727e-92,"34","RPS8"
"RPLP211",2.2973926110543e-94,1.70976890486827,0.995,0.444,7.52419054046394e-90,"34","RPLP2"
"RPL3413",3.48778269316993e-93,1.68447862827999,1,0.453,1.14228370984008e-88,"34","RPL34"
"RPS1912",5.96475066120243e-93,1.78388454693422,1,0.448,1.95351548905041e-88,"34","RPS19"
"RPS296",2.06481222875539e-92,1.66233012917223,0.995,0.444,6.76246653039679e-88,"34","RPS29"
"RPL18A13",4.55506530901819e-92,1.76587117505898,0.99,0.442,1.49182943935655e-87,"34","RPL18A"
"RPL817",3.45519247185523e-89,1.70834350558425,0.99,0.433,1.13161008645731e-84,"34","RPL8"
"JUND7",3.99562054750316e-88,1.81737765774349,0.995,0.872,1.30860568551276e-83,"34","JUND"
"RPS27A11",5.68607135811124e-88,1.60365952927572,1,0.449,1.86224523049501e-83,"34","RPS27A"
"RPL3713",7.40847353363354e-88,1.6186436450018,1,0.452,2.42634916700032e-83,"34","RPL37"
"RPS2313",7.81068184709943e-88,1.61807561344029,1,0.445,2.55807641174354e-83,"34","RPS23"
"RPSA12",5.16874229302594e-87,1.76272787420713,0.966,0.405,1.69281478838892e-82,"34","RPSA"
"RPS1116",6.1134715377845e-87,1.75822710917926,0.976,0.419,2.0022230633398e-82,"34","RPS11"
"MT-ND414",1.35383191099818e-86,1.5456053266887,1,0.941,4.43393489171014e-82,"34","MT-ND4"
"RPS226",9.37653078309792e-86,1.61350215257911,1,0.442,3.0709075967724e-81,"34","RPS2"
"MT-ND314",6.00864232628991e-85,1.55028188534356,0.995,0.947,1.96789044828321e-80,"34","MT-ND3"
"RPS3A12",8.94942027104441e-85,1.58225339519834,0.995,0.443,2.93102463296975e-80,"34","RPS3A"
"RPL1112",3.42685501091276e-84,1.54883193345358,1,0.447,1.12232928462404e-79,"34","RPL11"
"RPS2813",5.57687758359715e-84,1.53274125215349,1,0.453,1.8264831774039e-79,"34","RPS28"
"MT-CO27",6.693092718826e-84,1.18049460140593,1,0.981,2.1920547963427e-79,"34","MT-CO2"
"RPL2812",7.24878049683808e-83,1.52826360569058,1,0.457,2.37404810051944e-78,"34","RPL28"
"BANK12",1.13080989233096e-82,2.09022440611985,0.512,0.101,3.70351547837312e-78,"34","BANK1"
"RPS2115",5.46495866751316e-82,1.57267085242548,0.99,0.435,1.78982861319724e-77,"34","RPS21"
"MT-ATP613",5.42251464099544e-81,1.4525846719533,1,0.958,1.77592777007242e-76,"34","MT-ATP6"
"RPS1514",5.61039101281917e-81,1.54421260557547,0.99,0.444,1.8374591606084e-76,"34","RPS15"
"RPL13A12",8.89904346614287e-81,1.53673200274507,0.98,0.439,2.91452572559645e-76,"34","RPL13A"
"RPL37A17",2.01795853618246e-80,1.54351614103689,0.99,0.44,6.60901600185117e-76,"34","RPL37A"
"RPL2913",4.51465279996199e-79,1.56029859182699,0.985,0.434,1.47859393851555e-74,"34","RPL29"
"RPL3214",5.83381229088556e-79,1.48698510050423,0.99,0.451,1.91063186338793e-74,"34","RPL32"
"MT-CO39",4.08301782614326e-78,1.21408623135237,1,0.975,1.33722916824018e-73,"34","MT-CO3"
"RPL3812",1.1172471954372e-77,1.62204191657461,0.961,0.419,3.65909628977636e-73,"34","RPL38"
"RPL914",2.45178749466718e-77,1.48307592531281,0.99,0.435,8.02984922378447e-73,"34","RPL9"
"RPL1911",3.76454350949113e-77,1.46754485200435,0.995,0.443,1.23292564479344e-72,"34","RPL19"
"RPS1612",5.2688333748121e-77,1.56327284253892,0.971,0.431,1.72559561858471e-72,"34","RPS16"
"RPL1011",7.99840488269098e-77,1.4346135705259,1,0.457,2.61955758313012e-72,"34","RPL10"
"RPL4113",5.8516347085706e-76,1.41830252603438,1,0.463,1.91646888340396e-71,"34","RPL41"
"RPL1812",7.08270645955169e-76,1.48345340390264,0.99,0.437,2.31965719256778e-71,"34","RPL18"
"RPS1814",9.48848259613705e-76,1.44405906029178,0.995,0.45,3.10757293506084e-71,"34","RPS18"
"RPL1312",2.70833991724111e-75,1.41459764962346,0.995,0.458,8.87008406295637e-71,"34","RPL13"
"RPL3612",9.45927160987169e-75,1.44590406645858,0.985,0.442,3.09800604494908e-70,"34","RPL36"
"RPS4Y1",3.56228978983291e-74,2.1567868320145,0.546,0.127,1.16668552906818e-69,"34","RPS4Y1"
"RPL717",8.52175802768893e-74,1.5937247299467,0.946,0.403,2.7909609716484e-69,"34","RPL7"
"RPL10A13",4.63696053471273e-73,1.57847231734934,0.951,0.415,1.51865094472377e-68,"34","RPL10A"
"RPS918",5.62358528430195e-73,1.53033305848313,0.98,0.428,1.84178041646173e-68,"34","RPS9"
"RPS1312",5.75382259853901e-73,1.44836875994565,0.99,0.433,1.88443443924751e-68,"34","RPS13"
"RPS2511",6.0672847535373e-72,1.44510004033369,0.99,0.433,1.987096429631e-67,"34","RPS25"
"RPS513",1.89983005059626e-71,1.55101086996654,0.961,0.411,6.22213339870782e-67,"34","RPS5"
"HLA-DQA15",7.90187621781386e-71,1.66786901792275,0.795,0.279,2.58794348009622e-66,"34","HLA-DQA1"
"RPL2315",9.49015244245258e-70,1.54783608919674,0.917,0.387,3.10811982642765e-65,"34","RPL23"
"RPL1216",1.7136165738151e-69,1.37780013122077,0.99,0.443,5.61226564090183e-65,"34","RPL12"
"HLA-DQB15",1.79443596100553e-69,1.75551747948881,0.79,0.299,5.87695721588922e-65,"34","HLA-DQB1"
"RPL2216",2.57269658562341e-69,1.51530995307455,0.971,0.418,8.42583858757522e-65,"34","RPL22"
"HLA-DRB17",7.11514874476473e-69,1.38626546298593,0.961,0.485,2.3302823653979e-64,"34","HLA-DRB1"
"RPL514",2.34656246146991e-68,1.46176598948991,0.966,0.421,7.68522671756009e-64,"34","RPL5"
"RPS2011",1.26146055234435e-66,1.55173356115356,0.898,0.393,4.13140945498297e-62,"34","RPS20"
"RPL35A12",1.32356002105521e-66,1.37452782209829,0.985,0.44,4.33479142495792e-62,"34","RPL35A"
"RPS1412",1.84152759521292e-66,1.33254251497833,0.99,0.449,6.03118702708183e-62,"34","RPS14"
"RPL23A10",1.50716194089104e-65,1.34107923983023,0.98,0.431,4.93610607261225e-61,"34","RPL23A"
"RPS15A10",2.16298781172937e-65,1.28845652989138,0.995,0.448,7.08400138219486e-61,"34","RPS15A"
"REL9",3.79322964587629e-65,2.29527422485276,0.8,0.42,1.24232064132094e-60,"34","REL"
"RPLP112",5.61821263718686e-64,1.26958290765284,1,0.461,1.84002082080507e-59,"34","RPLP1"
"BASP13",5.7260141512647e-64,2.5153551748532,0.507,0.137,1.8753268946807e-59,"34","BASP1"
"RPS1211",1.68750791485973e-63,1.20451961370206,1,0.453,5.5267571719571e-59,"34","RPS12"
"RPS712",2.21447425160667e-63,1.39985811018626,0.971,0.432,7.25262462143702e-59,"34","RPS7"
"RPS2418",5.65697975675899e-63,1.32758416337682,0.99,0.449,1.85271744013614e-58,"34","RPS24"
"MT-CO15",6.39657424510462e-63,0.8419854786351,1,0.985,2.09494203101421e-58,"34","MT-CO1"
"RPS613",1.10427124736038e-62,1.27261579303512,0.985,0.435,3.61659876222999e-58,"34","RPS6"
"RPL1518",4.38564016632511e-61,1.37334381303525,0.961,0.432,1.43634101087314e-56,"34","RPL15"
"RPL3515",1.70291501602951e-60,1.31011843462959,0.966,0.427,5.57721696899825e-56,"34","RPL35"
"RPS311",4.41868609710761e-60,1.20465225433735,0.99,0.438,1.44716388366371e-55,"34","RPS3"
"RPL7A15",2.09011794521494e-59,1.28473319964863,0.966,0.431,6.84534528237344e-55,"34","RPL7A"
"RPL3010",3.22555278073988e-59,1.17204685421592,0.995,0.452,1.05640079122012e-54,"34","RPL30"
"MT-CYB10",2.45028592548941e-57,0.927985640999925,0.995,0.973,8.02493143457036e-53,"34","MT-CYB"
"RPL2710",1.64923497863383e-54,1.2821041536886,0.922,0.402,5.40140947852365e-50,"34","RPL27"
"CD745",2.58883827839485e-52,0.35654275185908,0.995,0.744,8.47870424557096e-48,"34","CD74"
"RPL615",2.15215921952101e-51,1.20548866246626,0.946,0.427,7.04853665985327e-47,"34","RPL6"
"RPL2416",2.58234861749715e-51,1.2058131035806,0.956,0.426,8.45744995716492e-47,"34","RPL24"
"RPL335",8.72430864739451e-51,1.07799148578599,0.976,0.433,2.85729832510818e-46,"34","RPL3"
"RPL1413",2.74562947343807e-50,1.12309779815386,0.956,0.43,8.99221108845704e-46,"34","RPL14"
"MALAT18",1.63152931658329e-48,0.738647587523221,1,0.985,5.34342166474192e-44,"34","MALAT1"
"RPS4X14",2.00993953736775e-48,1.04319869651075,0.976,0.435,6.58275297883313e-44,"34","RPS4X"
"RPL2612",1.50515944044816e-47,1.04658202748099,0.99,0.44,4.92954768341176e-43,"34","RPL26"
"RPL423",3.58247793333744e-44,1.46509421974019,0.776,0.369,1.17329734794734e-39,"34","RPL4"
"HSP90AA16",3.43996427427292e-40,1.05901642738043,0.961,0.869,1.12662269946712e-35,"34","HSP90AA1"
"HSPE14",3.52358393902477e-38,1.15339400296942,0.824,0.563,1.15400897587e-33,"34","HSPE1"
"DNAJA15",9.44232596771857e-38,1.25301678085091,0.82,0.522,3.09245617768751e-33,"34","DNAJA1"
"HSP90AB14",1.06783920927177e-37,1.00771719682899,0.932,0.81,3.49728019428598e-33,"34","HSP90AB1"
"HSPH14",2.84734441257716e-37,1.12074497304484,0.732,0.387,9.32533768563145e-33,"34","HSPH1"
"HSPD15",2.99907502416152e-37,1.27282636106493,0.771,0.492,9.82227061163138e-33,"34","HSPD1"
"RPL27A11",1.19497629229599e-36,0.789040526533708,0.888,0.41,3.9136668548986e-32,"34","RPL27A"
"RPLP015",2.52000865791531e-35,0.893019563475467,0.868,0.404,8.25328035553843e-31,"34","RPLP0"
"MT-ND213",1.62308074942318e-34,0.708362145866659,0.99,0.922,5.31575176243586e-30,"34","MT-ND2"
"HERPUD17",4.69327545037463e-34,1.52303438247042,0.756,0.507,1.53709464275219e-29,"34","HERPUD1"
"RPL3119",2.06324530940426e-32,0.978026974606233,0.79,0.383,6.7573347128299e-28,"34","RPL31"
"RPS108",4.2093858797918e-29,0.739847650662802,0.746,0.349,1.37861596949061e-24,"34","RPS10"
"CXCR411",2.352065391634e-25,0.623617627272935,0.927,0.679,7.70324936414051e-21,"34","CXCR4"
"RPL36AL14",5.19169494074171e-25,1.02687499746018,0.693,0.368,1.70033201004232e-20,"34","RPL36AL"
"BIRC35",2.54962067045303e-24,1.61201309790488,0.58,0.327,8.35026265780071e-20,"34","BIRC3"
"DYNLL111",5.60217858020433e-20,1.23814214749325,0.683,0.498,1.83476950680272e-15,"34","DYNLL1"
"MT-ND113",1.54012033633959e-17,0.323903470201111,0.99,0.941,5.04404811354579e-13,"34","MT-ND1"
"EZR11",1.79360123904293e-17,1.00905889470599,0.712,0.557,5.87422341798951e-13,"34","EZR"
"EIF14",8.79626976140568e-17,0.489827152148457,0.976,0.957,2.88086630955797e-12,"34","EIF1"
"CREM6",1.02203962429879e-16,1.16788792529794,0.546,0.332,3.34728197354096e-12,"34","CREM"
"YPEL55",2.19025206950298e-16,1.36260824176979,0.59,0.431,7.17329455282923e-12,"34","YPEL5"
"HLA-DPB15",2.75277999517195e-16,0.495410326492419,0.741,0.519,9.01562976218765e-12,"34","HLA-DPB1"
"CD556",4.20893731383086e-16,0.977404726977152,0.644,0.468,1.37846905965275e-11,"34","CD55"
"HLA-DPA16",7.92815386468543e-16,0.533884914099747,0.727,0.514,2.59654967222312e-11,"34","HLA-DPA1"
"GPR1836",2.22858060450577e-15,1.18510183864266,0.512,0.306,7.29882433781686e-11,"34","GPR183"
"DDX214",8.60620450507926e-14,1.43836085233264,0.527,0.405,2.81861803745851e-09,"34","DDX21"
"CYCS5",5.86170531857026e-13,1.15545574603615,0.58,0.466,1.91976710888494e-08,"34","CYCS"
"H3F3B7",2.89297079993257e-12,0.432946224257435,0.956,0.89,9.47476866685916e-08,"34","H3F3B"
"ELF18",4.56729096953172e-12,0.837112551377336,0.659,0.566,1.49583346543133e-07,"34","ELF1"
"CD372",8.4238631806508e-12,0.367845067641309,0.824,0.652,2.75889943029494e-07,"34","CD37"
"DNAJB63",3.0108027262118e-11,1.22074538249328,0.532,0.429,9.86068000861626e-07,"34","DNAJB6"
"SMAP27",4.26947367771763e-11,0.729730144591309,0.688,0.575,1.3982953241893e-06,"34","SMAP2"
"FOSB10",2.00330161079015e-10,0.490384481452356,0.659,0.443,6.56101310549882e-06,"34","FOSB"
"SELENOK5",5.96224871272434e-09,0.943156077769083,0.576,0.497,0.000195269607590435,"34","SELENOK"
"UBB3",4.00119802226088e-08,0.373558377226618,0.795,0.807,0.00131043236427066,"34","UBB"
"UBE2B6",1.25296111558873e-07,1.01576080320013,0.541,0.499,0.00410357294966465,"34","UBE2B"
"PNISR8",6.93724611775943e-05,0.674001794774705,0.571,0.563,1,"34","PNISR"
"H3F3A3",8.00938526179521e-05,0.284011455564115,0.898,0.855,1,"34","H3F3A"
"LAPTM55",8.44191420404864e-05,0.283557662804653,0.79,0.676,1,"34","LAPTM5"
"RBM8A6",0.000231394477966079,0.720993599197654,0.512,0.524,1,"34","RBM8A"
"HMGN16",0.000413849167558058,0.687280302498147,0.551,0.572,1,"34","HMGN1"
"STK17A11",0.000903636142455479,0.556088566222098,0.517,0.482,1,"34","STK17A"
"PRDX113",0.00113422334546748,0.585790116269466,0.502,0.492,1,"34","PRDX1"
"SQSTM110",0.00319200369737568,0.388100196416585,0.556,0.566,1,"34","SQSTM1"
"SYT8",0,6.23090304513926,0.972,0.026,0,"35","SYT8"
"MUCL3",0,6.11991918676022,0.965,0.022,0,"35","MUCL3"
"TFF21",0,3.29827463440318,0.993,0.055,0,"35","TFF2"
"SMIM224",0,4.69506026294025,0.993,0.066,0,"35","SMIM22"
"KRT74",0,4.60061243919195,0.993,0.067,0,"35","KRT7"
"MSLN1",0,5.32665868513457,0.965,0.042,0,"35","MSLN"
"PSCA",0,6.22625160637504,0.951,0.03,0,"35","PSCA"
"LCN23",0,3.67540957219377,0.993,0.075,0,"35","LCN2"
"MAL22",0,4.74781998623409,0.965,0.049,0,"35","MAL2"
"FXYD32",0,3.23128126673298,0.986,0.074,0,"35","FXYD3"
"TRIM291",0,5.32277538477171,0.937,0.027,0,"35","TRIM29"
"TACSTD23",0,4.84095096984023,0.965,0.06,0,"35","TACSTD2"
"SCGB3A11",0,0.686584828742585,0.93,0.026,0,"35","SCGB3A1"
"MTRNR2L1",0,5.67236506506537,0.915,0.018,0,"35","MTRNR2L1"
"PITX1",0,6.21060107884242,0.908,0.019,0,"35","PITX1"
"TSPAN11",0,5.20247994601807,0.93,0.042,0,"35","TSPAN1"
"AGR22",0,4.56074746052724,0.958,0.072,0,"35","AGR2"
"GPRC5A3",0,3.29944972422752,0.958,0.072,0,"35","GPRC5A"
"C19orf333",0,3.05928221003175,0.958,0.073,0,"35","C19orf33"
"S100A143",0,4.46321426146357,0.93,0.046,0,"35","S100A14"
"CLDN74",0,3.98689018164816,0.944,0.06,0,"35","CLDN7"
"EPCAM5",0,3.63534074881012,0.951,0.072,0,"35","EPCAM"
"SLPI3",0,3.61701554348508,0.951,0.072,0,"35","SLPI"
"CEACAM61",0,3.91555090540703,0.93,0.058,0,"35","CEACAM6"
"PLA2G16",0,4.73918864228549,0.908,0.039,0,"35","PLA2G16"
"NQO13",0,3.97850157739424,0.93,0.066,0,"35","NQO1"
"CLDN44",0,3.05092712215453,0.937,0.075,0,"35","CLDN4"
"MYH142",0,4.31823539073939,0.901,0.04,0,"35","MYH14"
"DSG23",0,3.73004222401774,0.915,0.056,0,"35","DSG2"
"MALL",0,4.40731448087687,0.887,0.043,0,"35","MALL"
"LAMB33",0,3.26218207691228,0.894,0.052,0,"35","LAMB3"
"SERINC21",0,3.97673147398755,0.901,0.06,0,"35","SERINC2"
"KLF52",0,3.52352005977314,0.908,0.07,0,"35","KLF5"
"KLK111",0,4.45903944858275,0.866,0.032,0,"35","KLK11"
"S100P2",0,3.71188473643366,0.901,0.07,0,"35","S100P"
"CDC42EP5",0,4.17344165767262,0.894,0.065,0,"35","CDC42EP5"
"SFTA2",0,4.37748356799074,0.859,0.037,0,"35","SFTA2"
"COL17A11",0,6.08442522789296,0.838,0.017,0,"35","COL17A1"
"PRSS8",0,4.79294117074344,0.852,0.033,0,"35","PRSS8"
"TMPRSS42",0,4.08258306769021,0.852,0.034,0,"35","TMPRSS4"
"SPINT13",0,4.153891205665,0.873,0.061,0,"35","SPINT1"
"AGR3",0,4.85523310109587,0.838,0.026,0,"35","AGR3"
"PKP32",0,4.40454691501524,0.845,0.033,0,"35","PKP3"
"TMC52",0,3.21501397536787,0.859,0.05,0,"35","TMC5"
"ASS1",0,4.69521676915243,0.852,0.045,0,"35","ASS1"
"CEACAM5",0,5.42785954228017,0.824,0.024,0,"35","CEACAM5"
"SFN1",0,3.58497066237632,0.838,0.043,0,"35","SFN"
"SCNN1A1",0,3.92884640491245,0.831,0.036,0,"35","SCNN1A"
"RAB251",0,3.94040230527825,0.831,0.042,0,"35","RAB25"
"VSIG2",0,4.68632173805991,0.817,0.032,0,"35","VSIG2"
"GCNT3",0,4.36859129635643,0.81,0.027,0,"35","GCNT3"
"CDH14",0,3.47064066648152,0.831,0.048,0,"35","CDH1"
"ANO11",0,4.96401719095159,0.81,0.029,0,"35","ANO1"
"KRTCAP31",0,3.99007386043587,0.817,0.038,0,"35","KRTCAP3"
"ITGB62",0,3.92649337453851,0.81,0.033,0,"35","ITGB6"
"VSTM2L",0,5.82528989777854,0.789,0.016,0,"35","VSTM2L"
"MACC1",0,4.78333904991274,0.803,0.031,0,"35","MACC1"
"RHOD1",0,5.17906058680214,0.81,0.039,0,"35","RHOD"
"PDZK1IP12",0,3.58628642851292,0.817,0.046,0,"35","PDZK1IP1"
"EPS8L11",0,4.5052991978485,0.803,0.033,0,"35","EPS8L1"
"PLPP23",0,3.63613992710433,0.817,0.047,0,"35","PLPP2"
"ANXA32",0,3.97402656463193,0.803,0.038,0,"35","ANXA3"
"LAD12",0,3.71106503570668,0.803,0.039,0,"35","LAD1"
"SDCBP21",0,4.23992285859529,0.803,0.04,0,"35","SDCBP2"
"EHF2",0,4.45581339588443,0.782,0.031,0,"35","EHF"
"KCNK1",0,3.54517024082015,0.789,0.04,0,"35","KCNK1"
"ITGA22",0,3.70713451542683,0.796,0.047,0,"35","ITGA2"
"CTAG2",0,9.62958061851476,0.746,0.001,0,"35","CTAG2"
"ABHD17C",0,3.88710287651527,0.782,0.041,0,"35","ABHD17C"
"SLC44A41",0,2.9487326482572,0.782,0.044,0,"35","SLC44A4"
"MUC161",0,6.37414044491347,0.746,0.01,0,"35","MUC16"
"PHACTR3",0,6.68905379129557,0.739,0.009,0,"35","PHACTR3"
"MET1",0,3.95118558568353,0.761,0.032,0,"35","MET"
"KLK101",0,4.07179075648313,0.754,0.025,0,"35","KLK10"
"PTPRF1",0,3.3916131295291,0.775,0.048,0,"35","PTPRF"
"FAM173A",0,3.71711956255225,0.761,0.035,0,"35","FAM173A"
"SSFA2",0,4.13840509109207,0.754,0.029,0,"35","SSFA2"
"PPL1",0,5.05171330940705,0.739,0.022,0,"35","PPL"
"MBOAT2",0,4.11277796118443,0.754,0.04,0,"35","MBOAT2"
"SPRR3",0,6.12187924114878,0.718,0.004,0,"35","SPRR3"
"MUC5B",0,4.38271676856063,0.739,0.029,0,"35","MUC5B"
"ALDH1A3",0,5.48018723375191,0.732,0.028,0,"35","ALDH1A3"
"MPZL2",0,3.76701990784407,0.739,0.037,0,"35","MPZL2"
"AHNAK23",0,3.26305636755877,0.739,0.04,0,"35","AHNAK2"
"SCEL",0,7.07510950408856,0.704,0.007,0,"35","SCEL"
"MISP1",0,4.22312330691547,0.725,0.028,0,"35","MISP"
"ERBB32",0,3.23489742528483,0.739,0.043,0,"35","ERBB3"
"PRSS32",0,1.74148769422205,0.739,0.045,0,"35","PRSS3"
"ECM1",0,5.20676988815286,0.739,0.047,0,"35","ECM1"
"AC008397.1",0,5.26597156102155,0.704,0.015,0,"35","AC008397.1"
"UNC5B-AS1",0,5.68121990468606,0.704,0.018,0,"35","UNC5B-AS1"
"PHGR1",0,4.78330277688849,0.704,0.02,0,"35","PHGR1"
"LINC01133",0,3.67500092875138,0.711,0.031,0,"35","LINC01133"
"LMTK3",0,4.86239887861023,0.697,0.017,0,"35","LMTK3"
"FAM213A",0,4.27903021318415,0.697,0.022,0,"35","FAM213A"
"MUC4",0,5.91610942987593,0.683,0.011,0,"35","MUC4"
"BICDL2",0,4.29836176579176,0.697,0.027,0,"35","BICDL2"
"CRB3",0,3.96356379673612,0.697,0.027,0,"35","CRB3"
"CRABP21",0,4.42555781067563,0.69,0.026,0,"35","CRABP2"
"B3GALT5",0,5.34650115254638,0.676,0.014,0,"35","B3GALT5"
"SLC6A14",0,5.12190286108273,0.669,0.013,0,"35","SLC6A14"
"LIPH",0,3.26886144618948,0.676,0.031,0,"35","LIPH"
"PRSS221",0,4.07510938703412,0.669,0.03,0,"35","PRSS22"
"LAMC22",0,3.35459040224278,0.669,0.034,0,"35","LAMC2"
"AP1M21",0,4.01754864671215,0.662,0.027,0,"35","AP1M2"
"CGN1",0,3.47251038767848,0.662,0.031,0,"35","CGN"
"AQP5",0,5.2248724006651,0.648,0.018,0,"35","AQP5"
"PROM2",0,4.8715008779075,0.641,0.016,0,"35","PROM2"
"FAM83A",0,6.20620467964893,0.634,0.009,0,"35","FAM83A"
"FGFBP1",0,8.00227723572591,0.627,0.003,0,"35","FGFBP1"
"SLC4A11",0,6.44170178734637,0.627,0.006,0,"35","SLC4A11"
"LEMD11",0,5.70143454619219,0.627,0.011,0,"35","LEMD1"
"LAMA31",0,3.73512724674965,0.648,0.035,0,"35","LAMA3"
"ESRP1",0,3.97722173189065,0.634,0.024,0,"35","ESRP1"
"AOC1",0,4.15537210665248,0.627,0.02,0,"35","AOC1"
"STAP2",0,3.74408480032167,0.634,0.027,0,"35","STAP2"
"CST6",0,5.94199563045101,0.613,0.012,0,"35","CST6"
"SPINT1-AS1",0,3.76209207185842,0.627,0.026,0,"35","SPINT1-AS1"
"GALNT5",0,4.07310510508275,0.627,0.027,0,"35","GALNT5"
"PLS1",0,3.23459887874598,0.634,0.034,0,"35","PLS1"
"FAM3D",0,4.49127187001557,0.62,0.021,0,"35","FAM3D"
"KRT161",0,4.24283297896259,0.613,0.016,0,"35","KRT16"
"MYEOV1",0,4.03221292022245,0.606,0.019,0,"35","MYEOV"
"ADGRF1",0,4.92974159150551,0.592,0.015,0,"35","ADGRF1"
"TACC2",0,4.16178122183842,0.599,0.025,0,"35","TACC2"
"KRT13",0,7.95477337919701,0.577,0.003,0,"35","KRT13"
"FAM3B1",0,3.31975472217061,0.599,0.028,0,"35","FAM3B"
"SPRR1B",0,6.72904314845445,0.563,0.002,0,"35","SPRR1B"
"DHRS9",0,5.67456969330857,0.57,0.012,0,"35","DHRS9"
"ASPHD1",0,4.36318284637475,0.577,0.019,0,"35","ASPHD1"
