"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TUBA1B2",0,0.750356826201602,0.794,0.606,0,"9","TUBA1B"
"CD445",0,0.621525180403943,0.777,0.591,0,"9","CD44"
"ARPC1B3",0,0.451989345573932,0.798,0.614,0,"9","ARPC1B"
"ATP6V0C2",0,1.01028593790768,0.67,0.486,0,"9","ATP6V0C"
"EIF4A11",0,0.725305718712328,0.78,0.607,0,"9","EIF4A1"
"CD813",0,0.899009966104867,0.808,0.641,0,"9","CD81"
"S100A102",0,0.788582353782024,0.878,0.716,0,"9","S100A10"
"VIM3",0,1.18949907433531,0.956,0.797,0,"9","VIM"
"DUSP14",0,0.388665236120426,0.844,0.691,0,"9","DUSP1"
"TMBIM61",0,0.439755793441423,0.819,0.667,0,"9","TMBIM6"
"NFKBIA2",0,1.19497436214222,0.813,0.662,0,"9","NFKBIA"
"NME23",0,0.474389578166104,0.672,0.527,0,"9","NME2"
"GABARAP2",0,1.00964826939536,0.734,0.591,0,"9","GABARAP"
"RHOA2",0,0.406797013323621,0.858,0.716,0,"9","RHOA"
"YBX11",0,0.703360924143553,0.887,0.751,0,"9","YBX1"
"ARPC33",0,0.604787566145462,0.887,0.753,0,"9","ARPC3"
"CYBA4",0,0.573007272554462,0.922,0.814,0,"9","CYBA"
"OAZ12",0,0.686038606781533,0.936,0.839,0,"9","OAZ1"
"ITM2B2",0,0.572335406110685,0.917,0.85,0,"9","ITM2B"
"GAPDH1",0,0.634694129315196,0.937,0.873,0,"9","GAPDH"
"MYL63",0,0.374734531051201,0.929,0.865,0,"9","MYL6"
"SERF21",0,0.378192315523278,0.95,0.907,0,"9","SERF2"
"FTL1",0,3.32077536033247,0.995,0.956,0,"9","FTL"
"TMSB102",0,0.447162748031109,0.991,0.961,0,"9","TMSB10"
"FTH11",0,2.18163471457754,0.996,0.969,0,"9","FTH1"
"RNASEK4",5.92878775009496e-323,0.560648580605657,0.688,0.575,1.9417372760336e-318,"9","RNASEK"
"TMEM219",7.18371449053172e-321,0.353534247259397,0.597,0.37,2.35273833279405e-316,"9","TMEM219"
"RPS210",8.90587911224056e-318,0.265527388711284,0.673,0.432,2.91676446804991e-313,"9","RPS2"
"CAP13",1.99462897968349e-317,0.308654091736801,0.746,0.531,6.53260937136139e-313,"9","CAP1"
"PTPN1",1.30590067887576e-316,0.402193421190757,0.544,0.34,4.27695531338599e-312,"9","PTPN1"
"VSIR1",1.30979763216117e-312,0.285913863301015,0.522,0.322,4.28971822509104e-308,"9","VSIR"
"NAPA",4.06815589452857e-312,0.274576392339096,0.507,0.303,1.33236173701705e-307,"9","NAPA"
"TNFAIP34",8.5798635256472e-311,0.378658862157593,0.674,0.504,2.80999110328471e-306,"9","TNFAIP3"
"ZNF7061",2.06987630086482e-310,0.358519724927898,0.623,0.401,6.77905187296237e-306,"9","ZNF706"
"MT-ND43",9.14188423519622e-305,0.277108727668453,0.948,0.94,2.99405850586911e-300,"9","MT-ND4"
"JMJD1C",1.07640684809333e-302,0.321248077060185,0.606,0.391,3.52534006819048e-298,"9","JMJD1C"
"COX7B1",8.03065329026934e-288,0.359571638028082,0.714,0.493,2.63011925909611e-283,"9","COX7B"
"HCLS13",1.40613893473348e-287,0.360062843310693,0.751,0.513,4.60524562514561e-283,"9","HCLS1"
"DNAJB61",4.53633002806723e-273,0.32186129934376,0.626,0.421,1.4856934474923e-268,"9","DNAJB6"
"ATP5F1E1",2.93022998078301e-265,0.307536608350939,0.947,0.903,9.59679621006244e-261,"9","ATP5F1E"
"PSMA61",5.21906284489221e-259,0.343626072933481,0.559,0.361,1.70929527233065e-254,"9","PSMA6"
"ANAPC111",1.80303492331336e-256,0.256643567165369,0.562,0.351,5.90511967734359e-252,"9","ANAPC11"
"ID23",2.37733319384036e-256,0.333339624388943,0.627,0.433,7.78600394314655e-252,"9","ID2"
"PDIA61",1.76244232347268e-251,0.31398522943706,0.554,0.358,5.77217485360536e-247,"9","PDIA6"
"MT-ND13",3.72772551021374e-251,0.296175016914574,0.945,0.941,1.2208673818501e-246,"9","MT-ND1"
"CALR3",2.13385560047477e-246,0.431279981077494,0.764,0.603,6.98859047711492e-242,"9","CALR"
"TMSB4X2",2.51984708271675e-244,0.283272703547542,0.996,0.981,8.25275118060561e-240,"9","TMSB4X"
"COX5A2",9.64855435608804e-241,0.314938481543793,0.643,0.436,3.15999803716239e-236,"9","COX5A"
"CLIC13",5.71444550246368e-240,0.27152966052025,0.842,0.692,1.87153804651188e-235,"9","CLIC1"
"GDI22",3.48074575395629e-239,0.325348079491627,0.637,0.427,1.13997904187822e-234,"9","GDI2"
"SLC25A52",3.13533313525124e-234,0.343971924281112,0.734,0.553,1.02685295512613e-229,"9","SLC25A5"
"LDHA4",3.63754527071263e-233,0.437234962494975,0.756,0.571,1.19133245161109e-228,"9","LDHA"
"ATP6V0E11",3.68090967710907e-233,0.337334306063752,0.765,0.599,1.20553472834999e-228,"9","ATP6V0E1"
"TPM33",3.73259928583084e-215,0.3053225613506,0.841,0.706,1.22246359210246e-210,"9","TPM3"
"PSMB31",3.47987162502982e-209,0.278450845095005,0.636,0.43,1.13969275591352e-204,"9","PSMB3"
"COX8A2",7.23573890880396e-204,0.316826066718134,0.771,0.599,2.36977685002238e-199,"9","COX8A"
"SQSTM12",5.874073729257e-203,0.310115861191591,0.731,0.559,1.92381788706896e-198,"9","SQSTM1"
"ZFP363",4.63682480637532e-199,0.257815371970346,0.829,0.751,1.51860649233598e-194,"9","ZFP36"
"KLF63",1.10038861130493e-187,0.42700926050399,0.798,0.704,3.60388274088478e-183,"9","KLF6"
"PGK12",1.72532073646659e-178,0.30563666544009,0.748,0.577,5.65059794400173e-174,"9","PGK1"
"WTAP",4.58721744469701e-164,0.355368191607849,0.571,0.399,1.50235958531272e-159,"9","WTAP"
"PSMA71",2.8734249063881e-155,0.270537779714277,0.771,0.613,9.41075391091165e-151,"9","PSMA7"
"HSP90B13",1.4119147727489e-145,0.276530378532746,0.75,0.603,4.62416207222991e-141,"9","HSP90B1"
"UQCR101",9.75695729305227e-130,0.291740882287824,0.715,0.539,3.19550108304755e-125,"9","UQCR10"
"ZFP36L13",1.68336992102681e-128,0.329048347864023,0.742,0.625,5.5132048283549e-124,"9","ZFP36L1"
"CTLA4",0,4.30331824140158,0.697,0.067,0,"10","CTLA4"
"TNFRSF18",0,5.10632832408901,0.638,0.046,0,"10","TNFRSF18"
"FOXP3",0,6.64582576973816,0.546,0.01,0,"10","FOXP3"
"TNFRSF4",0,5.07152796206409,0.568,0.057,0,"10","TNFRSF4"
"TIGIT",0,3.06956290381695,0.602,0.116,0,"10","TIGIT"
"DUSP4",0,3.05628078715203,0.582,0.133,0,"10","DUSP4"
"BATF",0,3.17688111159691,0.627,0.18,0,"10","BATF"
"RGS11",0,1.92541248739237,0.673,0.254,0,"10","RGS1"
"CD26",0,1.29783249218504,0.824,0.414,0,"10","CD2"
"CD3E4",0,0.818837981891218,0.887,0.483,0,"10","CD3E"
"ICOS",0,2.51802319211943,0.518,0.116,0,"10","ICOS"
"CD76",0,1.66946743704082,0.798,0.408,0,"10","CD7"
"CD3D4",0,1.08317865502714,0.824,0.435,0,"10","CD3D"
"SPOCK24",0,1.47119444992798,0.744,0.36,0,"10","SPOCK2"
"CARD162",0,2.21708898232649,0.68,0.307,0,"10","CARD16"
"CD27",0,1.81180708029686,0.579,0.21,0,"10","CD27"
"PHLDA11",0,2.52291614930157,0.524,0.166,0,"10","PHLDA1"
"LTB2",0,1.24953908849181,0.757,0.408,0,"10","LTB"
"SAMSN12",0,1.38168242890347,0.659,0.319,0,"10","SAMSN1"
"GATA3",0,2.05290750402479,0.505,0.169,0,"10","GATA3"
"IL2RG4",0,1.18871773179386,0.864,0.528,0,"10","IL2RG"
"GBP5",0,1.61241921354343,0.563,0.229,0,"10","GBP5"
"IL325",0,1.74919218800642,0.927,0.598,0,"10","IL32"
"SKAP13",0,1.02541785570149,0.66,0.335,0,"10","SKAP1"
"TNFRSF1B3",0,1.46812331736836,0.626,0.31,0,"10","TNFRSF1B"
"PRDM12",0,1.41861288436805,0.627,0.314,0,"10","PRDM1"
"LCK3",0,0.839383636944888,0.688,0.376,0,"10","LCK"
"TRAC",0,1.35670261761264,0.542,0.236,0,"10","TRAC"
"PMAIP1",0,2.0054954871654,0.509,0.204,0,"10","PMAIP1"
"SH2D2A1",0,1.34753997957531,0.535,0.233,0,"10","SH2D2A"
"PIM2",0,1.59333684758085,0.535,0.234,0,"10","PIM2"
"BIRC31",0,1.32330825304668,0.616,0.317,0,"10","BIRC3"
"CD2472",0,0.45835403043431,0.646,0.349,0,"10","CD247"
"TNFAIP35",0,0.992470642402661,0.795,0.5,0,"10","TNFAIP3"
"IL7R3",0,0.336721121293921,0.711,0.417,0,"10","IL7R"
"GBP2",0,1.56938872257681,0.566,0.272,0,"10","GBP2"
"RHBDD2",0,1.86494735119326,0.51,0.217,0,"10","RHBDD2"
"CD3G4",0,0.630805299996183,0.661,0.368,0,"10","CD3G"
"PBXIP1",0,1.42213012213185,0.573,0.28,0,"10","PBXIP1"
"LCP25",0,0.941333562393135,0.662,0.37,0,"10","LCP2"
"RHOH3",0,0.950850657982229,0.647,0.361,0,"10","RHOH"
"CACYBP1",0,1.58110407122509,0.632,0.349,0,"10","CACYBP"
"CYTIP5",0,0.917309534431842,0.81,0.528,0,"10","CYTIP"
"ITM2A3",0,1.05067945765595,0.622,0.34,0,"10","ITM2A"
"ARID5B1",0,1.32496670127473,0.655,0.374,0,"10","ARID5B"
"CCND2",0,1.69087810764237,0.516,0.235,0,"10","CCND2"
"CREM2",0,1.35886889420063,0.6,0.321,0,"10","CREM"
"PTPRCAP4",0,0.407267114016942,0.732,0.457,0,"10","PTPRCAP"
"ETS14",0,0.71587890322649,0.86,0.588,0,"10","ETS1"
"TRBC25",0,0.753973099872753,0.718,0.451,0,"10","TRBC2"
"CDKN1B1",0,1.07921136284176,0.654,0.388,0,"10","CDKN1B"
"CORO1B",0,1.73937656494969,0.544,0.279,0,"10","CORO1B"
"UCP24",0,0.943371824507626,0.716,0.454,0,"10","UCP2"
"STK17B6",0,1.03735318132726,0.805,0.545,0,"10","STK17B"
"S100A43",0,0.83347290762027,0.915,0.659,0,"10","S100A4"
"LSP13",0,0.769536543543495,0.825,0.57,0,"10","LSP1"
"PIK3IP12",0,0.715771655311729,0.653,0.398,0,"10","PIK3IP1"
"LAT2",0,0.893199995118172,0.541,0.287,0,"10","LAT"
"ITK1",0,0.755341524510897,0.542,0.289,0,"10","ITK"
"FOXO1",0,1.24748126686035,0.509,0.256,0,"10","FOXO1"
"RAC23",0,0.658480262877375,0.851,0.599,0,"10","RAC2"
"RGCC1",0,0.843039516274098,0.588,0.336,0,"10","RGCC"
"DOK22",0,1.17162074345886,0.509,0.258,0,"10","DOK2"
"RBPJ1",0,1.59370198438463,0.514,0.265,0,"10","RBPJ"
"FYB15",0,0.533522385168173,0.772,0.523,0,"10","FYB1"
"CTSC3",0,1.30397113939916,0.653,0.407,0,"10","CTSC"
"CLEC2D",0,1.02144126768512,0.554,0.311,0,"10","CLEC2D"
"PCED1B-AS14",0,0.531133003077697,0.635,0.393,0,"10","PCED1B-AS1"
"CD963",0,0.744674040823582,0.544,0.303,0,"10","CD96"
"SEPTIN61",0,0.796800907748261,0.613,0.372,0,"10","SEPTIN6"
"ICAM33",0,0.698937910980444,0.673,0.433,0,"10","ICAM3"
"FYN5",0,0.482121894932014,0.739,0.499,0,"10","FYN"
"LINC015784",0,0.946436669971697,0.677,0.438,0,"10","LINC01578"
"SLA1",0,0.792625906498969,0.564,0.327,0,"10","SLA"
"SEPTIN1",0,0.661573620897687,0.558,0.322,0,"10","SEPTIN1"
"ALDOA3",0,0.682881711853647,0.7,0.464,0,"10","ALDOA"
"CKLF1",0,1.02692078540815,0.621,0.386,0,"10","CKLF"
"CYTOR1",0,1.08584624310276,0.529,0.297,0,"10","CYTOR"
"SOCS11",0,1.14600577070024,0.551,0.32,0,"10","SOCS1"
"UGP2",0,1.44377996285034,0.558,0.328,0,"10","UGP2"
"SRGN6",0,0.700515945588288,0.946,0.717,0,"10","SRGN"
"CORO1A3",0,0.494154064135875,0.86,0.632,0,"10","CORO1A"
"RORA",0,0.948789511871986,0.571,0.344,0,"10","RORA"
"DEF6",0,0.782605447613921,0.513,0.289,0,"10","DEF6"
"CRIP13",0,0.87497916087892,0.822,0.598,0,"10","CRIP1"
"GNG22",0,0.739005967622553,0.552,0.329,0,"10","GNG2"
"ARHGAP91",0,0.831851557439548,0.5,0.278,0,"10","ARHGAP9"
"SOD13",0,1.20560828247634,0.843,0.621,0,"10","SOD1"
"HSPA1A1",0,1.49510740199198,0.66,0.44,0,"10","HSPA1A"
"CD523",0,0.409632881956137,0.862,0.642,0,"10","CD52"
"ISG205",0,0.678236603123594,0.734,0.514,0,"10","ISG20"
"SELPLG2",0,0.649292807645579,0.556,0.338,0,"10","SELPLG"
"NR3C1",0,1.14000232075178,0.601,0.384,0,"10","NR3C1"
"MRPS6",0,1.14412884322958,0.506,0.293,0,"10","MRPS6"
"USP151",0,0.919163584592693,0.617,0.404,0,"10","USP15"
"PTPRC5",0,0.371426197370865,0.939,0.727,0,"10","PTPRC"
"EZR4",0,0.422795493393646,0.759,0.55,0,"10","EZR"
"IL10RA",0,0.857163509789606,0.51,0.302,0,"10","IL10RA"
"APBB1IP2",0,0.586359539158113,0.594,0.386,0,"10","APBB1IP"
"HSPH11",0,1.10997565864228,0.587,0.379,0,"10","HSPH1"
"ISG151",0,1.04429692996973,0.516,0.309,0,"10","ISG15"
"NOP58",0,0.994877353710998,0.529,0.322,0,"10","NOP58"
"DNAJB13",0,1.29082185509401,0.782,0.577,0,"10","DNAJB1"
"CALM3",0,0.778222537277413,0.632,0.427,0,"10","CALM3"
"OCIAD21",0,0.629266641861807,0.533,0.329,0,"10","OCIAD2"
"HCLS14",0,0.429772855937189,0.719,0.515,0,"10","HCLS1"
"RGS102",0,0.520978006568882,0.562,0.359,0,"10","RGS10"
"NDUFV2",0,0.955737942177588,0.611,0.409,0,"10","NDUFV2"
"GMFG4",0,0.496626720232804,0.776,0.575,0,"10","GMFG"
"HSPA1B1",0,1.4105121916701,0.569,0.368,0,"10","HSPA1B"
"PPM1G",0,0.981151382891623,0.521,0.324,0,"10","PPM1G"
"TAP11",0,0.777309288921801,0.534,0.337,0,"10","TAP1"
"NAP1L4",0,0.835656227031529,0.584,0.388,0,"10","NAP1L4"
"LEPROTL14",0,0.416251713783433,0.674,0.48,0,"10","LEPROTL1"
"PAK21",0,0.811391455460017,0.632,0.439,0,"10","PAK2"
"RNF19A",0,0.778457049119874,0.555,0.363,0,"10","RNF19A"
"BUB3",0,0.731566132981074,0.549,0.357,0,"10","BUB3"
"CDV31",0,0.828697236794627,0.64,0.448,0,"10","CDV3"
"ACAP13",0,0.454072665053125,0.57,0.379,0,"10","ACAP1"
"ITGA42",0,0.817260826392907,0.57,0.38,0,"10","ITGA4"
"LDHB2",0,0.517257902863351,0.761,0.572,0,"10","LDHB"
"FXYD52",0,0.738541728105054,0.895,0.706,0,"10","FXYD5"
"PSMB82",0,0.695368372217563,0.667,0.479,0,"10","PSMB8"
"DNAJA12",0,1.00837132713153,0.703,0.515,0,"10","DNAJA1"
"CXCR44",0,0.333237628861176,0.86,0.673,0,"10","CXCR4"
"HLA-F4",0,0.375190836197004,0.769,0.584,0,"10","HLA-F"
"PPP1R23",0,0.716118561494446,0.653,0.468,0,"10","PPP1R2"
"SMAP24",0,0.435916081184355,0.751,0.568,0,"10","SMAP2"
"ARHGDIB4",0,0.58923825944387,0.934,0.751,0,"10","ARHGDIB"
"PSMB92",0,0.526861831117877,0.705,0.524,0,"10","PSMB9"
"EVL4",0,0.517680080988361,0.705,0.524,0,"10","EVL"
"EPC13",0,0.695325054907929,0.654,0.475,0,"10","EPC1"
"PARK72",0,0.731330701542022,0.71,0.531,0,"10","PARK7"
"ENO12",0,0.890478783330361,0.732,0.554,0,"10","ENO1"
"SH3KBP12",0,0.62264308474948,0.555,0.379,0,"10","SH3KBP1"
"NSD31",0,0.697658697202115,0.596,0.42,0,"10","NSD3"
"CBLB2",0,0.772909100368567,0.505,0.33,0,"10","CBLB"
"ARPC1B4",0,0.639772712426213,0.789,0.615,0,"10","ARPC1B"
"RHOG3",0,0.660705692581074,0.568,0.394,0,"10","RHOG"
"CD446",0,0.439706239269238,0.765,0.592,0,"10","CD44"
"STAT32",0,0.785687036540443,0.651,0.478,0,"10","STAT3"
"PGAM12",0,0.885328711697811,0.607,0.434,0,"10","PGAM1"
"RAP1A",0,0.672156599377113,0.579,0.406,0,"10","RAP1A"
"RNASEK5",0,0.421044958373047,0.745,0.573,0,"10","RNASEK"
"G3BP21",0,0.887335363819108,0.564,0.392,0,"10","G3BP2"
"SYNGR22",0,0.84829059987809,0.531,0.36,0,"10","SYNGR2"
"FNBP12",0,0.549652556253595,0.593,0.422,0,"10","FNBP1"
"PKM4",0,0.907347192944003,0.664,0.494,0,"10","PKM"
"GSPT1",0,0.753087145393613,0.523,0.354,0,"10","GSPT1"
"TERF2IP3",0,0.546125201331957,0.646,0.477,0,"10","TERF2IP"
"CFLAR4",0,0.630991147319897,0.643,0.475,0,"10","CFLAR"
"UBE2D24",0,0.555816790311691,0.723,0.555,0,"10","UBE2D2"
"PLP21",0,0.673022990482492,0.562,0.395,0,"10","PLP2"
"UBALD22",0,0.642912867588317,0.608,0.443,0,"10","UBALD2"
"ABRACL1",0,0.535266004526242,0.545,0.381,0,"10","ABRACL"
"JAK13",0,0.540764650600649,0.805,0.642,0,"10","JAK1"
"HSPD12",0,1.22184292137783,0.649,0.486,0,"10","HSPD1"
"CLK11",0,0.754711595901237,0.547,0.384,0,"10","CLK1"
"HMGB22",0,0.511297462142484,0.58,0.417,0,"10","HMGB2"
"COX5A3",0,0.681158434100787,0.601,0.438,0,"10","COX5A"
"ZBTB382",0,0.715634274284456,0.522,0.36,0,"10","ZBTB38"
"DDX244",0,0.51521746563749,0.805,0.644,0,"10","DDX24"
"ARL6IP53",0,0.625870487388062,0.781,0.622,0,"10","ARL6IP5"
"PGK13",0,0.714061683441268,0.737,0.578,0,"10","PGK1"
"ARF62",0,0.59255091321863,0.651,0.493,0,"10","ARF6"
"HSPE13",0,1.11433819232717,0.714,0.557,0,"10","HSPE1"
"IQGAP13",0,0.58108158906304,0.702,0.545,0,"10","IQGAP1"
"FAM107B2",0,0.569513262602679,0.635,0.479,0,"10","FAM107B"
"NDUFB83",0,0.573152240112794,0.651,0.495,0,"10","NDUFB8"
"NDUFA131",0,0.568035046016301,0.74,0.584,0,"10","NDUFA13"
"FKBP1A2",0,0.517104701652968,0.543,0.388,0,"10","FKBP1A"
"PSME22",0,0.57809215984176,0.644,0.49,0,"10","PSME2"
"ELF14",0,0.515977876821748,0.715,0.561,0,"10","ELF1"
"C9orf162",0,0.644420812332646,0.646,0.493,0,"10","C9orf16"
"NFKBIA3",0,0.834158480741412,0.816,0.663,0,"10","NFKBIA"
"GSTK12",0,0.524561539001283,0.713,0.561,0,"10","GSTK1"
"SQSTM13",0,0.562377103542997,0.709,0.56,0,"10","SQSTM1"
"SRSF73",0,0.559036011715554,0.811,0.663,0,"10","SRSF7"
"TPI14",0,0.63864912552975,0.739,0.591,0,"10","TPI1"
"COX8A3",0,0.484430225017049,0.746,0.6,0,"10","COX8A"
"CCT41",0,0.701426815300804,0.549,0.405,0,"10","CCT4"
"UBE2B3",0,0.655580096200511,0.636,0.493,0,"10","UBE2B"
"LY6E2",0,0.664375970202081,0.693,0.55,0,"10","LY6E"
"PTGES31",0,0.532470397858608,0.724,0.585,0,"10","PTGES3"
"CLIC14",0,0.377259625850378,0.83,0.693,0,"10","CLIC1"
"SARAF3",0,0.507709567678785,0.926,0.789,0,"10","SARAF"
"KLF64",0,0.597142116307882,0.838,0.703,0,"10","KLF6"
"HSPA82",0,1.0523419061707,0.932,0.797,0,"10","HSPA8"
"RAN2",0,0.445536689968106,0.746,0.611,0,"10","RAN"
"YWHAB2",0,0.540172605882765,0.84,0.705,0,"10","YWHAB"
"ATP5F1B3",0,0.461270142163352,0.708,0.575,0,"10","ATP5F1B"
"TAGLN22",0,0.361180877951846,0.817,0.685,0,"10","TAGLN2"
"MIF1",0,0.42258391459937,0.853,0.725,0,"10","MIF"
"SAT12",0,0.526389742435545,0.79,0.663,0,"10","SAT1"
"SUMO21",0,0.502791188290788,0.847,0.721,0,"10","SUMO2"
"TSC22D35",0,0.672673376146113,0.92,0.794,0,"10","TSC22D3"
"SLC25A31",0,0.509690565045032,0.777,0.652,0,"10","SLC25A3"
"SUB12",0,0.437143594906644,0.796,0.674,0,"10","SUB1"
"HSP90AB12",0,0.893106054664655,0.909,0.806,0,"10","HSP90AB1"
"PFN12",0,0.601702265234023,0.956,0.858,0,"10","PFN1"
"BTG15",0,0.636638996654298,0.982,0.89,0,"10","BTG1"
"OAZ13",0,0.340959901454692,0.929,0.839,0,"10","OAZ1"
"SH3BGRL33",0,0.332710866731001,0.932,0.843,0,"10","SH3BGRL3"
"GAPDH2",0,1.06395693612113,0.96,0.872,0,"10","GAPDH"
"UBB1",0,0.570313853707558,0.887,0.804,0,"10","UBB"
"JUND3",0,0.514091050294208,0.95,0.869,0,"10","JUND"
"HSP90AA13",0,1.02083167700313,0.945,0.866,0,"10","HSP90AA1"
"CFL12",0,0.28327434685794,0.944,0.87,0,"10","CFL1"
"MYL64",0,0.335823710472934,0.937,0.865,0,"10","MYL6"
"HLA-C2",0,0.537357570431315,0.989,0.934,0,"10","HLA-C"
"HLA-A3",0,0.889321446566987,0.991,0.937,0,"10","HLA-A"
"UBC1",0,0.835753389270384,0.974,0.922,0,"10","UBC"
"H3F3B2",0,0.314398538932753,0.935,0.888,0,"10","H3F3B"
"HLA-B2",0,0.388151088213668,0.993,0.954,0,"10","HLA-B"
"ACTB3",0,0.430605131950586,0.988,0.962,0,"10","ACTB"
"B2M3",0,0.534616350295057,0.998,0.991,0,"10","B2M"
"MZT2A1",2.96439387504748e-323,0.53909142316423,0.586,0.434,9.708686380168e-319,"10","MZT2A"
"EIF53",3.8270324926863e-319,0.500977131821543,0.7,0.567,1.25339141167969e-314,"10","EIF5"
"CUTA2",2.81438467552587e-317,0.501689934940936,0.653,0.513,9.21739125081477e-313,"10","CUTA"
"PSMB32",1.17817247537227e-314,0.533330959949915,0.579,0.433,3.85863267409173e-310,"10","PSMB3"
"H2AFV1",2.37454130468735e-313,0.522838858315944,0.558,0.41,7.77686022698153e-309,"10","H2AFV"
"ARF51",2.48103224910565e-309,0.52960898235118,0.558,0.405,8.12562871904591e-305,"10","ARF5"
"H2AFZ2",4.66744458529465e-307,0.517262542473036,0.671,0.535,1.52863477612985e-302,"10","H2AFZ"
"ISCU2",2.51109993704017e-305,0.554180663769531,0.599,0.457,8.22410340380027e-301,"10","ISCU"
"PSMA2",7.14097120238647e-305,0.628146036005351,0.507,0.368,2.33873947849359e-300,"10","PSMA2"
"BAX2",5.7069396168099e-304,0.598224536534514,0.568,0.427,1.86907979390141e-299,"10","BAX"
"NDFIP11",1.01912112855264e-302,0.364386948684653,0.598,0.446,3.33772360812274e-298,"10","NDFIP1"
"PSMA62",2.29897516738632e-302,0.566636712717656,0.513,0.363,7.52937357070693e-298,"10","PSMA6"
"RBM8A3",1.34084293129259e-300,0.463143853682599,0.658,0.519,4.39139468427637e-296,"10","RBM8A"
"HERPUD13",3.86354194640762e-300,0.524519493771166,0.643,0.502,1.26534862286796e-295,"10","HERPUD1"
"HNRNPA12",7.80377098605382e-297,0.308047107321862,0.909,0.822,2.55581303564249e-292,"10","HNRNPA1"
"VCP",6.17276606014761e-295,0.557192938191273,0.548,0.41,2.02164261235894e-290,"10","VCP"
"SPTAN1",1.97586343362829e-294,0.607519223203794,0.502,0.36,6.471150331476e-290,"10","SPTAN1"
"ATP5MC21",3.57007362183955e-293,0.303413349996569,0.889,0.794,1.16923481188867e-288,"10","ATP5MC2"
"PRDX14",2.98610746206243e-292,0.480145123733026,0.641,0.486,9.77980054900067e-288,"10","PRDX1"
"ARL6IP13",4.58987949817655e-292,0.494988357549173,0.64,0.492,1.5032314344478e-287,"10","ARL6IP1"
"COPE2",3.0384806548787e-290,0.476331649761628,0.611,0.47,9.95132799279323e-286,"10","COPE"
"ECH1",6.33055207249151e-287,0.59776326983547,0.503,0.365,2.07331910926169e-282,"10","ECH1"
"CSNK2B1",2.2581435834912e-286,0.486956820197869,0.585,0.443,7.39564605029203e-282,"10","CSNK2B"
"COX6A12",1.4481564936565e-285,0.356779464372247,0.789,0.67,4.7428573323744e-281,"10","COX6A1"
"PRDX2",2.84373581961981e-284,0.571145358165044,0.52,0.381,9.31351918283684e-280,"10","PRDX2"
"ZFAND54",5.81385542779889e-284,0.765917221219445,0.502,0.368,1.90409579115841e-279,"10","ZFAND5"
"PSMD8",6.93107841878052e-284,0.538274580180884,0.545,0.41,2.26999749293481e-279,"10","PSMD8"
"EML43",4.94622059738181e-280,0.457528977803411,0.587,0.438,1.61993670784852e-275,"10","EML4"
"UBE2D32",7.63827380532822e-280,0.402414523532781,0.742,0.623,2.50161105398305e-275,"10","UBE2D3"
"REL4",2.337655263013e-279,0.70124898549376,0.552,0.415,7.65605475189389e-275,"10","REL"
"MT-ATP84",2.50674768282622e-279,0.331723038833216,0.812,0.686,8.20984933602414e-275,"10","MT-ATP8"
"HSPB13",6.62501688153183e-279,0.627612802564832,0.625,0.48,2.16975927887049e-274,"10","HSPB1"
"ATP5IF12",1.18901593846591e-278,0.427568400428394,0.666,0.533,3.89414610006969e-274,"10","ATP5IF1"
"DUSP24",1.98893749406949e-276,0.416422311076421,0.587,0.425,6.51396918682699e-272,"10","DUSP2"
"GPBP11",2.35737101457827e-274,0.526224022250541,0.557,0.42,7.72062580984529e-270,"10","GPBP1"
"HNRNPL3",2.43228164262443e-274,0.457123249689053,0.609,0.463,7.96596560775926e-270,"10","HNRNPL"
"ACTG13",6.64512644228421e-273,0.338287601892415,0.949,0.889,2.1763453611125e-268,"10","ACTG1"
"LBH1",1.17375557208654e-270,0.530154168075164,0.543,0.391,3.84416687414062e-266,"10","LBH"
"TRAPPC12",2.19374832622878e-269,0.450732867445864,0.585,0.444,7.18474514323187e-265,"10","TRAPPC1"
"RAD211",1.715389325978e-268,0.488485939359944,0.568,0.427,5.61807158151054e-264,"10","RAD21"
"UBL53",3.77403091838588e-268,0.345317699152254,0.786,0.668,1.23603286608056e-263,"10","UBL5"
"CSK1",5.73803391099757e-266,0.468096585117636,0.518,0.36,1.87926348619081e-261,"10","CSK"
"DDIT43",2.61602914505431e-262,0.591678501144187,0.698,0.569,8.56775705296736e-258,"10","DDIT4"
"TLE53",1.52156720932638e-261,0.35878939778544,0.727,0.545,4.98328476726482e-257,"10","TLE5"
"ZC3HAV12",1.04364612743417e-260,0.50567556144127,0.541,0.399,3.41804543195964e-256,"10","ZC3HAV1"
"MYH92",1.8080144470147e-259,0.38265057945309,0.762,0.64,5.92142811541783e-255,"10","MYH9"
"WNK1",7.09601093501485e-257,0.512237662869268,0.511,0.376,2.32401454132671e-252,"10","WNK1"
"EDF11",1.12016626953746e-254,0.338424936628052,0.791,0.671,3.66865654936215e-250,"10","EDF1"
"SKP11",3.44299070571284e-254,0.323503577960618,0.819,0.709,1.12761388602801e-249,"10","SKP1"
"PAIP22",2.71595855762878e-252,0.459250613208785,0.596,0.463,8.89503587209002e-248,"10","PAIP2"
"TSTD1",2.41386304899411e-249,0.42240767247187,0.5,0.348,7.90564287176062e-245,"10","TSTD1"
"TPR",1.75241387413246e-247,0.55480049482498,0.549,0.421,5.73933067917123e-243,"10","TPR"
